9.67616E-06,8.06347E-06,0,0,0,0,7.60751E-06,6.33959E-06,4.89409E-06,4.07841E-06,0,0,0,0
6.0476E-07,1.00793E-06,0,0,0,0,4.75469E-07,7.92449E-07,3.0588E-07,5.09801E-07,0,0,0,0
3.87046E-05,3.22539E-05,0,0,0,0,3.043E-05,2.53584E-05,1.95763E-05,1.63136E-05,0,0,0,0
3.0238E-06,5.03967E-06,0,0,0,0,2.37735E-06,3.96224E-06,1.5294E-06,2.549E-06,0,0,0,0
5.8057E-05,4.83808E-05,0,0,0,0,4.5645E-05,3.80375E-05,2.93645E-05,2.44704E-05,0,0,0,0
6.0476E-06,1.00793E-05,0,0,0,0,4.75469E-06,7.92449E-06,3.0588E-06,5.09801E-06,0,0,0,0
3.87046E-05,3.22539E-05,0,0,0,0,3.043E-05,2.53584E-05,1.95763E-05,1.63136E-05,0,0,0,0
6.0476E-06,1.00793E-05,0,0,0,0,4.75469E-06,7.92449E-06,3.0588E-06,5.09801E-06,0,0,0,0
9.67616E-06,8.06347E-06,0,0,0,0,7.60751E-06,6.33959E-06,4.89409E-06,4.07841E-06,0,0,0,0
3.0238E-06,5.03967E-06,0,0,0,0,2.37735E-06,3.96224E-06,1.5294E-06,2.549E-06,0,0,0,0
6.0476E-07,1.00793E-06,0,0,0,0,4.75469E-07,7.92449E-07,3.0588E-07,5.09801E-07,0,0,0,0
3.87046E-05,3.22539E-05,0,0,0,0,3.043E-05,2.53584E-05,1.95763E-05,1.63136E-05,0,0,0,0
3.0238E-06,5.03967E-06,0,0,0,0,2.37735E-06,3.96224E-06,1.5294E-06,2.549E-06,0,0,0,0
0.000116114,9.67616E-05,0,0,0,0,9.12901E-05,7.60751E-05,5.8729E-05,4.89409E-05,0,0,0,0
1.20952E-05,2.01587E-05,0,0,0,0,9.50938E-06,1.5849E-05,6.11761E-06,1.0196E-05,0,0,0,0
0.000116114,9.67616E-05,0,0,0,0,9.12901E-05,7.60751E-05,5.8729E-05,4.89409E-05,0,0,0,0
1.81428E-05,3.0238E-05,0,0,0,0,1.42641E-05,2.37735E-05,9.17641E-06,1.5294E-05,0,0,0,0
